text,label
"i miss the simple life
in the way we all do.
bringing water
from the well –
the blue one –
at every street corner.
collecting firewood
so the winter stock would last,
toasting bread on the fireplace
brushed with a garlic clove,
and salt.

i remember the signs
in windows,
people selling eggs.
creeping into the barn,
scared of spiders
and chickens,
but still collecting them,
while still warm,
and fresh.

we’d scavenge
at the edge of town –
never allowed,
but we went anyway.
swimming in ***** waters,
slick with chemicals
and gasoline,
we didn’t have allergies
to the world.
just rolled around
in grass and dirt,
not caring
what lay beneath,
or might bite.

once, we let the cat taste
the tomato soup
from my mother’s bowl,
while she was on the loo.
we snickered,
choking on laughter,
watching her savour
every spoonful.
we were partners in crime,
my brother and i.

i even miss the smell
of the old theatre.
its worn-out curtains
heavy with nerves
as we danced,
competed,
recited poems,
pretended to be
one of the great
figures of the past,
and lay on the cold,
hardwood floor,
covered in dust.

i could list
these memories for ages.
what it felt like
to be a child.
weightless.
magical.
curious,
and bright.
i wanted to grow up
too quickly.
when i should
have held on tight.",Nostalgia
"One bulb,
two mugs,
three dreams too big for rent.
The floor squeaked in rhythm
with every plan we made.
We thought the world would wait.
It didn’t.
But that room still hums
when I close my eyes.",Nostalgia
"Is time a river, flowing to the sea,
That carries on, with or without me?
Or is it just a room in which I stand,
With future and with past on either hand?
I walk its length, I think I'm moving on,
From yesterday's defeat to a new dawn.
But maybe I am still, and time's the thing
That rushes past, a bird upon the wing",Philosophical & Reflective
"The pages sigh when opened,
as if relieved to breathe.
Their words know me —
I underlined too hard,
spilled tea on page 32,
fell asleep at page 89.
They remember the version of me
that believed in every ending.",Nostalgia
"The kitchen fills with cinnamon,
With sugar, warmth, and care.
Small pleasures shared with everyone
Make love hang in the air.",Hope&Joy
"I built a future in my head for us,
Without discussion, without any fuss.
It had a porch, a dog, a climbing vine,
A world where your whole hand was holding mine.
It was a masterpiece of hope and thought,
This lovely, fragile future that I wrought.
And then you left, and with a single blow,
Destroyed a place you didn't even know.",Misery
"I found my old shoes,
their soles thin as the patience of youth.
They smell like chalk,
like the first rain on cement.
I remember running
without knowing where or why,
just to prove I could.
Now I walk carefully,
saving steps for meaning.",Nostalgia
"He picked up his first guitar at ten,
His fingers small and clumsy, weak,
The strings bit deep and hurt, but then
A chord rang out, began to speak.
The sound was magic to his ears,
Despite the buzzing, despite the pain,
He practiced through the following years,
Through sunshine days and pouring rain.
His parents said, ""Have a backup plan,
Musicians rarely make their way,""
But something deeper said, ""You can,
Keep playing, practice every day.""
The calluses built up thick and tough,
The chords began to flow with ease,
But mastery was not enough,
He had to learn to truly please.
Not just himself but audience hearts,
To pour emotion through the strings,
To master all the subtle arts,
Of showing pain and hope and things.
That words alone could never say,
That lived between the notes he played,
He practiced hours every day,
Sometimes discouraged and dismayed.
The gigs were few and far between,
The coffee shops, the local bars,
Sometimes only five were seen,
Sitting underneath the stars.
But slowly, slowly, word got round,
About this player who could make
His instrument a living sound,
That made the listener's heart ache.
The crowds grew bigger, venues large,
He traveled far to share his gift,
He never forgot who'd been in charge—
The practice gave him all his lift.
Now when he plays to thousands strong,
Under lights and amplified,
He still remembers his first song,
Those clumsy fingers, how he tried.
And he tells the young ones who appear,
With stars reflected in their eyes,
""The journey takes you year by year,
But joy is found in each reprise.""
Hope is the beginner's willing hand,
Picking up the instrument,
Despite not able to understand,
How all those hours will be spent.
Joy is the moment music flows,
From fingers to the listening air,
When you share the art and know it shows,
The love and labor planted there.",Hope&Joy
"I feel so trapped 
It's dark 
I can't see anything ; 
I can't see you ..
It's so infuriating! 
I am breathless 
Struggling to find a way 
Out of this mess 

I want to hold you ..
I want to pull you close and 
Never let go of you 
But ..
My hands; 
They are stoned ..
Heavy ..
It's just so much to take in !

Ignorance 
Hatred 
Jealousy 
Anger 
Everything 
That you shower me with ..
I take it all ..
Keep it within 
But now , 
M so full of you 
Lost myself 
But I still hope 
Like a pathetic loser 
That 
You will see me 
Help me empty myself 
Find me ..
But I forgot 
You are at the loss of your eyes 
When it comes to me !

And yet 
M here 
Standing in this pouring rain 
Watching you 
Doing it 
All over again !!!",Misery
"You were a story that I loved to read,
A hopeful promise, and a noble deed.
I learned the chapters, memorized the lines,
Ignored the warnings and the subtle signs.
And when I reached the end, the final page,
And closed the book upon our gilded cage,
I realized the hero wasn't true,
The villain of the story, it was you.",Misery
"So, we'll go no more a roving

So late into the night,

Though the heart be still as loving,

And the moon be still as bright.

 

For the sword outwears its sheath,

And the soul wears out the breast,

And the heart must pause to breathe,

And love itself have rest.

 

Though the night was made for loving,

And the day returns too soon,

Yet we'll go no more a roving

By the light of the moon.",Romantic
"To stand beneath the vast and starry night,
Is to be humbled by the endless light.
Each star a sun, each sun a world, perhaps,
And in between, the dark and silent gaps.
And on this single grain of dust, we rage,
And write our little lines upon the page.
It is a miracle, it is absurd,
That we should have a single, hopeful word.",Philosophical & Reflective
"Who made the world?
Who made the swan, and the black bear?
Who made the grasshopper?
This grasshopper, I mean—
the one who has flung herself out of the grass,
the one who is eating sugar out of my hand,
who is moving her jaws back and forth instead of up and down—
who is gazing around with her enormous and complicated eyes.
Now she lifts her pale forearms and thoroughly washes her face.
Now she snaps her wings open, and floats away.
I don't know exactly what a prayer is.
I do know how to pay attention, how to fall down
into the grass, how to kneel down in the grass,
how to be idle and blessed, how to stroll through the fields,
which is what I have been doing all day.
Tell me, what else should I have done?
Doesn't everything die at last, and too soon?
Tell me, what is it you plan to do
with your one wild and precious life?",Hope&Joy
"The staircase creaks upon the second stair,
A sound I know, a warning it is there.
A house’s language, learned throughout the years,
That calms the nerves and settles all the fears.
Each groan and settle in the midnight dark,
A well-known, comforting, familiar mark.",Everyday Life
"The condensation on the bus-stop glass,
Watching the blurry, hurried people pass.
Each face a story that I'll never know,
A destination where I'll never go.
Just for a moment, strangers side-by-side,
With nothing but the morning rush to hide.",Everyday Life
"She stands before them, thirty strong,
Each child a universe complete,
She knows their stories, knows their homes,
Who has enough and who has not.
But every day she still believes
That something here can make a change,
She stays up late to plan her lessons,
Finding ways to make them care.
She celebrates each small success,
When Johnny reads without a fight,
When Maria, despite the stress,
Finally gets the answers right.
Some years are hard, some make her doubt,
But then a letter comes by mail,
From someone who left years ago,
Who says: ""You helped me learn and grow.""
Hope is the teacher who still tries,
Who sees potential in each face,
Joy is the moment breakthrough comes,
When learning clicks and eyes light bright.",Hope&Joy
"Nestled
beneath the calm of your hold

Morning’s light
Folding around us

The scent of you
Carried in the stillness

You look at me
Eyes soft, gazing

My skin remembers
where your hands have been

Silent vows
pressed
Onto my body

Colours,
Staining skin

Blues, purples and yellows

It feels so good
Everything does
It’s almost frightening

The warmth lingers
But time does not hesitate

Hold me a moment more

Let my eyes speak
The adoration
My heart keeps for you

The day pulls me away
I let it,
Unwilling",Romantic
"The market wakes before the sun,
Vendors arrive with crates and carts,
The day's commerce has just begun,
They set up stalls and play their parts.
The baker brings her sourdough bread,
Still steaming from the oven's heat,
The scent of yeast and grain has spread,
It floats along the cobbled street.
The flower seller makes bouquets,
Pink roses next to baby's breath,
Sunflowers bright as summer days,
Lilies that defeat all death.
The fruit stand glows with nature's art,
Red apples polished to a shine,
Fat peaches that could break your heart,
Purple plums and clementines.
And then the people start to come,
The market fills with life and sound,
The grandmother, the father, some
Just browsing as they walk around.
They greet each other, smile and laugh,
Exchange the news and share their days,
They buy a loaf or two, perhaps
A bunch of flowers to display.
The child tugs at her mother's hand,
Points at the pastries in a row,
The vendor doesn't need command,
He gives her one, a gift, a glow.
This is community alive,
This is connection, face to face,
This is how the heart can thrive—
In simple commerce, simple grace.
For hope is found in daily bread,
In flowers chosen just because,
In hellos and goodbyes that spread
The joy of what together does.",Hope&Joy
"I watch you read, your glasses on your nose,
The way your concentration ebbs and flows.
The little frown, the twitching of your brow,
I see a person I don't know, right now.
Lost in a world that's made of ink and thought,
A quiet battle, being bravely fought.",Everyday Life
"If you suddenly and unexpectedly feel joy, don’t hesitate.
Give in to it.
There are plenty of lives and whole towns destroyed or about to be.
We are not wise, and not very often kind.
And much can never be redeemed.
Still, life has some possibility left.
Perhaps this is its way of fighting back,
that sometimes something happens better than all the riches or power in the world.
It could be anything,
but very likely you notice it in the instant when love begins.
Anyway, that’s often the case.
Anyway, whatever it is, don’t be afraid of its plenty.
Joy is not made to be a crumb.",Hope&Joy
"Oh this rain..
This Cruel, incessant, beautiful and filling Rain...
Oh the reminders of them ...
The sweet, warm, loving, soulful...
Reminders of them..
The art they paint me into 
Spikes these infatuations 
Sometimes mild 
Other times fatal",Romantic
"The squeaky hinge upon the bedroom door,
A sound I've heard ten thousand times before.
It is a warning, it's a small hello,
It tells me all the things I need to know.
Who's coming in, who's leaving for the day,
The things that people never have to say.
I could just fix it, with a drop of oil,
And end the product of its rusty toil.
But it’s a language now.",Everyday Life
"The flickering of a fluorescent tube,
A tiny, buzzing, irritating boob-
ytrap of light. It casts a sickly pale,
And tells a nervous, hesitating tale.
It cannot choose to be completely on,
Or wait until the coming of the dawn.
It lives its life within the in-between,
The most annoying light I've ever seen.",Everyday Life
"She takes the clay between her palms,
A lump of earth, unformed and plain,
She speaks to it in whispered psalms,
And centers it again, again.
The wheel spins round beneath her hand,
She presses, pulls with gentle force,
The clay responds to her command,
And slowly rises in its course.
A wobble here, a crack appears,
She stops, collapses it, starts new,
This art requires patience over years,
And faith in what the hands can do.
The first attempts may fail and fall,
May slump or tear or lose their shape,
But she doesn't judge them much at all—
Each failure is a small escape.
From fear of trying, fear of loss,
Each ruined bowl and broken cup
Has taught her that the gain's worth cost,
That falling down means standing up.
And when at last the vase takes form,
Symmetrical and strong and true,
She knows that both the calm and storm
Have made this beauty something new.
Into the kiln it goes to face
The fire's transformative embrace,
And what emerges from that place
Has permanence and lasting grace.
We too are clay upon the wheel,
Shaped by hands we cannot see,
Sometimes broken, made to feel
The fire's intensity.
But trust the Potter knows the way,
That pressure, heat, and spinning round
Are not to harm but to convey
Us toward the beauty we have found.",Hope&Joy
"The candy shared in days of youth
Has melted in our mouths,
And left a taste so bittersweet
It lingers on the tongue.

But with each year that sweetness fades,
And bitterness we chew,
Then swallow down like sugared stones
We wish to taste anew.",Nostalgia
"How can I keep my soul in me, so that
it doesn't touch your soul? How can I raise
it high enough, past you, to other things?
I would like to shelter it, among remote
lost objects, in some dark and silent place
that doesn't resonate when your depths resound.
Yet everything that touches us, me and you,
takes us together like a violin's bow,
which draws one voice out of two separate strings.
Upon what instrument are we two spanned?
And what musician holds us in his hand?
Oh sweetest song.",Romantic
"I cried today 
At the thought of love ..
I don't know why 
But it was so hard to hold back my tears 
I don't want to come to terms 
With my fears 
Fears 
Does anyone in this universe 
Even know what they truly are ?.
Where they take us 
What they make us 
Somewhere nowhere to be found 
That far ...
It's exactly what I know 
And I think 
I know exactly what they are ..

And THEY say face the fears ..
Being completely unaware of what they rear 
How much courage one requires to gear 
To fight them only to find yourself surrounded with yet another fear ..
It's bullshit 
Listen to me 
Don't fight them away 
Keep them close to you 
Cherish them 
Love them 
Feed them on your insecurities 
And trust me 
You would be surprised to know 
What power a fear holds !!",Philosophical & Reflective
"Crisp September breeze
Carries memories
From too many years past.
Feelings unprocessed,
Echoes of uncertainty.

Promises left unkept,
Dreams and hopes
Scattered to the four winds.
And wounds untended,
Deep, ugly, gnarled.

Something in the chill,
Hauled in on the wind,
Makes the hurt return
Like an old fracture
That aches before a storm.",Nostalgia
"Buried within the heart's depth
Lie memories of the one who left
My beloved left me alone
To stare at the sky on my own

It's been ages since I saw you there
In the world outside
Or my inside
I looked for you everywhere

Dreams seen, opinions shared
Memories created, plans made
Some relations are impermanent
Like the colours of an old film fade.

Where once existed a garden,
Autumn resides my heart
Pain disguised as memories
They tear me apart

Whenever I think about you,
I loose the track of time
I feel as gloomy a poem
Without any rhyme .

My eyes flow like the sea
As I search for you
I wish I could see
My beloved beside me.",Nostalgia
"I was oblivious to this 
Until today 
Until I saw you again.
Until all of it came rushing in
Through my blood and my veins.
 I know m my criminal 
You were not even a witness, ever
I considered you my crime 
Well , I was lost in the allures of mythics
Got used to the fantasy 
Dreamt of something unreal 
And crushed it with reality 

I have to keep walking 
I know that too ...
But I was just too afraid ..
What if I left and the possibility of us 
Feels abandoned and lonely 
And eventually fade to nothing?
Now , I try to mollify 
With the nothings in you tries.
It makes me sick through the stomach 
The pain : it really hurts 
My mind throbs 
And breaths turn harsh 
Even my body knows this 
And tries to venge in the anger 
But what's the point?
You never were here , 
After all!",Misery
"The refrigerator door, a collage made
Of memories that haven't been afraid
To stick around. A magnet from the coast,
A faded picture of a much-loved host.
The number for a pizza place, askew,
A child's first drawing, rendered in bright blue.
An 'A' from a set of letters, left alone,
A story told in plastic and in stone.
It is the unintentional, messy art
Of a collective and a busy heart,
A scattered, public diary for all to see,
The history of a whole family.",Everyday Life
"Sick of it 
Sick of you 
Sick of me 
Sick of us 
Just 
So Sick 
Of every thing abt you 
Every inch of you 
Can't you just go away 
Leave me alone 
Just for one day ? 
No ? 
U might say that you 
Want to hold on to us 
Want me to understand you 
Want me to see 
How much you love me 
But 
I just don't want to 
Suffocate myself 
Down to death 
This 
Everything abt this 
Trying so hard to "" make "" things better 
Until the very last breath? 
Is it worth it? 
Aren't we just fooling ourselves 
And living in an illusion 
Where everything just happens to be fine 
Until and unless we are together? 
No 
It's just so false 
I wanna break free 
Free of these walls 
I want you to let me go 
Should have done this ages ago ..
But
I just hope you know 
I truly loved you 
From the get go !",Misery
"Is time a river, flowing to the sea,
That carries on, with or without me?
Or is it just a room in which I stand,
With future and with past on either hand?
I walk its length, I think I'm moving on,
From yesterday's defeat to a new dawn.
But maybe I am still, and time's the thing
That rushes past, a bird upon the wing.",Philosophical & Reflective
"The soft bedding 
The dying glow of the evening 
The slight hint of rain in the skies
The thunders and the clouds that collide
A cold gentle breeze..
That make the curtains dance in rhythms and rhymes..
This little place is my piece of us
Creating a Peace that's US

The cold nights are warm because 
I feel your body on mine..
Tangled limbs and teasing smiles..
Soft hums and whispered lullabies..
Oh my heavens..
This is the sweetest sweetest lieeee...

Your soft hair ..
My hand running through them curls..
The breaths creating a divine symphony
Soft snores ....and meaningless whines
Oh my heavens...
This is all just so divine..",Romantic
"Sometimes I feel incredibly full
Upto the brim
Overwhelmed and all over the place 
I grow out of my limits 
With every happening ..
Happening I wish I could behold
I could pause and play on my own accord
I could dance and paint an invisible art
I could live and then die a million little 
Shattering agonizing deaths
Slow and Tortuous last breaths
Hot and cold forming a dangerous mix
The purple haze gulps me whole
The haze of being loved 
The haze of being peeked deep into my very soul
The haze of being so raw and expolred
The haze of being totally yours 
Sometimes I feel incredibly full
And you empty myself form within me
No words are left unspoken
Touches unfelt
You are everything I would die for
And everything that keeps me breathing",Philosophical & Reflective
"It was many and many a year ago,

In a kingdom by the sea,

That a maiden there lived whom you may know

By the name of Annabel Lee;

And this maiden she lived with no other thought

Than to love and be loved by me.

I was a child and she was a child,

In this kingdom by the sea,

But we loved with a love that was more than love —

I and my Annabel Lee —

With a love that the wingèd seraphs of Heaven

Coveted her and me.

And this was the reason that, long ago,

In this kingdom by the sea,

A wind blew out of a cloud, chilling

My beautiful Annabel Lee;

So that her highborn kinsmen came

And bore her away from me,

To shut her up in a sepulcher

In this kingdom by the sea.

The angels, not half so happy in Heaven,

Went envying her and me —

Yes! — that was the reason (as all men know,

In this kingdom by the sea)

That the wind came out of the cloud by night,

Chilling and killing my Annabel Lee.

But our love it was stronger by far than the love

Of those who were older than we —

Of many far wiser than we —

And neither the angels in Heaven above

Nor the demons down under the sea

Can ever dissever my soul from the soul

Of the beautiful Annabel Lee;

For the moon never beams, without bringing me dreams

Of the beautiful Annabel Lee;

And the stars never rise, but I feel the bright eyes

Of the beautiful Annabel Lee;

And so, all the night-tide, I lie down by the side

Of my darling — my darling — my life and my bride,

In her sepulcher there by the sea —

In her tomb by the sounding sea.",Hope&Joy
"Lipstick is one of the very finest elixirs
It has a soft consistency
And can write on glass
Red rum is sweet
And candied
With cherries from the
Bottom of the bottle
We sip it so gracefully
I am in love again
His name is something
But who can remember
Memory is a lake
And all of that
I can’t remember
Where I left my last exercise
I was only ever sitting here
Watching the neon burn out
I have taken my red lipstick
And written Help across my chest
He looks at it so kindly
I know I am real again
I can feel the sweet bitters
Of the drink make me into a woman
I am not crying
I am writing sonnets in my mind
About all of the vacations
We will take after this one
I throw the glass against the wall
The only thing that matters in love is passion",Romantic
"The weight of grocery bags, the plastic bites
Into the fingers, turning them to whites.
A heavy burden, chosen and paid for,
From the automatic, sliding market door.
The milk is cold, the bread is soft and light,
A small collection of a future night's
Small comforts. Just a few more steps to go,
A slow and steady, miserable tow.",Everyday Life
"An old armchair, the fabric worn and thin,
Knows all the shapes the body has been in.
The right arm frayed, where nervous hands have picked,
The cushion flattened, where the cat has licked
Itself to sleep. The springs let out a groan,
A tired and familiar, weary tone.
It holds the imprint of a thousand nights
Of television's cold and flickering lights,
Of heavy sighs, and books left open wide.
There is a history held deep inside,
A silent witness, loyal to the last,
The faithful keeper of a fading past.",Everyday Life
"I used to build my walls up, stone by stone,
A fortress where I chose to be alone.
But with a single smile, you found the key,
And walked right in, dismantling all of me.
Now in the ruins, something starts to grow,
A home for two, a place I want to know.",Romantic
"The garden sleeps beneath the snow,
A blanket white and deep and cold,
Yet underneath where none can know,
The bulbs hold stories yet untold.
They wait in darkness, patient, still,
Through freezing nights and bitter days,
They trust the earth, they trust the will
Of spring to come in warming rays.
And when at last the thaw arrives,
When sun breaks through the clouded sky,
The crocuses push up their lives,
Purple and gold, they multiply.
This is the lesson gardens teach—
That nothing beautiful is lost,
That joy and hope are within reach,
No matter what the winter's cost.",Hope&Joy
"Withering leaves
Snowy streets 
Blinking lights 
And misty nights
The reddish purple glow 
Of your cheeks 
Highlighting your little nose 
Adding a glaze to your already sparkling eyes ...
Soft pink lips giving way to pearly white teeth
U look like a dream 
Showing your dimples off
I feel myself melting
Like the snow near the furnace 
Torturous and slow ..
Winters resemble you in every way 
So beautiful in yourself..
The cold seems familiar 
Has me craving for your warmth against my body
Holding me so close 
I can feel your heart beat 
Under the thick sheets ...
I am like this snow and you are the coniferous ..
Making me look beautiful 
Making me feel loved ...
And I am obsessed 
More than i can admit 
I am never letting you go 
As the coniferous does for the snow ..",Romantic
"When the room is empty,
and the people have left
and you’re waiting, wondering,
what will come next?

A haven of memories,
long phone calls and late-night dances
hard work and parades of tears
then left with hardly a glance.

So many firsts
trapped in one room
the thoughts and the feeling,
stuck in its loom.

It’s no longer yours,
the decorations pulled down,
bare and barren just like when you moved in,
might never have left your hometown.",Nostalgia
"This night is exceptionally cold
It rattles my bones 
Has me craving for a warm embrace 
Has me thinking about the friends
The moments and then the emptiness 
Its so lonely around here 
A deserted forest 
An iced glacier 
Long throny roads 
Unaware of the end
Hanging just to be there 
Struggling hard for their existence 
And trying to cope 
The slightest light shimmers 
Giving an ounce of hope 
Then the colors fill the sky 
Dark and light 
The drops fall 
Abandoned by the clouds 
Leaving thunder along their wake 
The forest deserted 
Dances with the soft touches of the rain 
The glacier melts 
Never want to be here again 
I would find my rain 
That would make me feel home 
Who wouldn't leave me 
Feeling like shit 
And Pathetically alone!!",Misery
"Are all our choices truly ever made,
Or just a part within a play, long-played?
We think we choose the path, the hill, the bend,
The start, the middle, and the final end.
But maybe we are reading from a page,
An actor on a pre-determined stage.
And free will is the art of reading well,
The lines within our own specific hell.",Philosophical & Reflective
"My soul is now a cup, with a small crack,
From which the will to live will not come back.
You can pour kindness, or a gentle word,
The sweetest sentiment I've ever heard.
But it all leaks out, a slow and steady drain,
A useless effort, and a wasted pain.
It cannot hold the joy, it cannot keep
A single promise from the broken deep.",Misery
"Walking down the memory lane 
I often visit the places 
The times when 
Everything seemed to be a complete mess 
Where 
I got drunk on all the negatives 
And allergic of the positives 
Where 
I preferred the deeps 
Feared the sunshines 
Drowned into the lows
And pitied the highs 
Hope made me feel empty and alone 
Giving up seemed the best way out 
Then 
I remember the mirror I was shown 
The reason for me to try 
And hope 
To be with all the positives 
And love the highs 
I saw me 
The me 
Who was evolved 
Who is loved 
And knows how to love 
Not anyone else 
But his ownself",Philosophical & Reflective
"More than a catbird hates a cat,
Or a criminal hates a clue,
Or the Axis hates the United States,
That's how much I love you.

I love you more than a duck can swim,
And more than a grapefruit squirts,
I love you more than gin rummy is a bore,
And more than a toothache hurts.

As a shipwrecked sailor hates the sea,
Or a juggler hates a shove,
As a hostess detests unexpected guests,
That's how much you I love.

I love you more than a wasp can sting,
And more than the subway jerks,
I love you as much as a beggar needs a crutch,
And more than a hangnail irks.

I swear to you by the stars above,
And below, if such there be,
As the High Court loathes perjurious oaths,
That's how you're loved by me.",Romantic
"I watch the ants, a line of hurried black,
Along the weathered window-frame's small crack.
They have a purpose, resolute and clear,
Ignoring all the giants living here.
One lifts a crumb, a burden twice its size,
A tiny hero in my watching eyes.
There is no chaos, just a steady pace,
A mission for their tiny, teeming race.
They work as one, a singular machine,
The most efficient army ever seen,
And I just watch, and wonder what it's for,
This endless, patient, microscopic war.",Everyday Life
"The kitchen sink, with dishes piled up high,
Beneath the patient, non-judgmental sky.
The water's warm, the soap creates a haze,
A quiet end to one of many days.
Each plate is cleaned, a small and simple grace,
Putting the day back in its proper place.",Everyday Life
"The old radio clicks to life,
crackling through static and ghosts.
Every melody is a photograph,
every note a name I lost.
Mom hums along in another room,
her voice a bridge between centuries.
I stay quiet —
some memories shouldn’t be disturbed
once they start to sing.",Nostalgia
"I love your lips when they’re wet with wine
And red with a wild desire;
I love your eyes when the lovelight lies
Lit with a passionate fire.
I love your arms when the warm white flesh
Touches mine in a fond embrace;
I love your hair when the strands enmesh
Your kisses against my face.

Not for me the cold, calm kiss
Of a virgin’s bloodless love;
Not for me the saint’s white bliss,
Nor the heart of a spotless dove.
But give me the love that so freely gives
And laughs at the whole world’s blame,
With your body so young and warm in my arms,
It sets my poor heart aflame.

So kiss me sweet with your warm wet mouth,
Still fragrant with ruby wine,
And say with a fervor born of the South
That your body and soul are mine.
Clasp me close in your warm young arms,
While the pale stars shine above,
And we’ll live our whole young lives away
In the joys of a living love.",Romantic
"The hiss of tires on the dampened street,
A bittersweet and lonely, soft retreat
Of sound. The world is washed in shades of grey,
At the conclusion of another day.
The streetlights bleed their halos on the ground,
A quiet, melancholy world I've found.
And in the car, the wipers keep the time,
A steady and a metronomic crime
Against the silence.",Everyday Life
"I wear a mask of smiles, a thin disguise,
To hide the barren landscape in my eyes.
I learn the lines, I play the cheerful part,
With carefully rehearsed and hollow art.
And people think I'm fine, they think I'm strong,
They do not hear the melancholy song
That plays inside, a sad and constant tune,
Beneath the bright and unforgiving noon.",Misery
"When death comes, final and novel—
the trick cul-de-sac or burst dam, a door
that opening erases or shutting disappears—
I want to watch the filmstrip once more.

I want to see the caterpillar, his whole body
a fat neck, rolling hills and horripilation.
I want to remember how, every time
he dropped from some leaf to my arm,
we appalled each other. I want to remember
how, every time, astonishment
made us the same.

When death comes, I want to watch,
reel-to-reel, my unrealized fears
yielding to what I never thought to dread:
meningitis, oily rags.

I want to flip back to the times
my name came up lucky
in the raffle of who-gets-to-see-herons.

All my life I was a bride married to amazement: 
every sickness an affront, every peach
a geode. All my life: bowled over by every hell—
fresh, stale, it didn’t matter—
and all my life blown about, a feather
on the breath of God.

When it is over, I want to say: it was a requited love.

But probably, even then, I will not know
whether I have passed my life as surprise’s adept
or her dupe.

Probably, even then, I will only
be sure of  falling asleep
beside my strange bedfellow, strange.",Hope&Joy
"I always thought why people try 
To hurt themselves?
I mean it's never worth it anyways 
Is it? 
Back then I always stood away 
From the decorated scars hanging around 
I used to point at them and then 
Would just turn away 
Disgusted as always
But it's never about the scars is it?
Be it on the body 
Or deep inside 
It's about the pain 
And then the gushing relief 
Relief of finding the outsource 
Then appear the cuts , the marks 
The covered body 
Of decorated scars..
But still it's a coward's way out
Then you say I turned into one somehow
Well you would be surprised 
No one's going to applaud for your decorations ever
And the pain
Still lingers forever",Philosophical & Reflective
"What will be left of us when we are gone?
A fading echo, carried on the dawn.
A ripple from a stone, that spreads so wide,
With nowhere left for it to run or hide,
Until it finds the shore, a gentle sigh,
And then is gone, beneath an empty sky.
Is that enough? A momentary trace?
To prove we occupied this time and place?",Philosophical & Reflective
"The way the steam fogs up the bathroom mirror,
And makes the known world so much less clearer.
Your own reflection is a blurry ghost,
The thing you recognize, and fear the most.
You wipe a circle, with a single hand,
And see a single eye, in a strange land.
The rest is hidden, in a cloudy haze,
For the remainder of your morning days.",Everyday Life
"The redolence of rose and new road.
The attar of grass, recently cut.
The fish-whiff of anchovy.
The spinning NYC glizzys in a tank of murky water.
The famous Coney Island corn dog on a pale wooden stick.
The black mud of Slovakia, drinking  Tatratea, Borovička, Slivovica, Zlatý Bažant.
The misted pastry shop windows of  Vienna.
The rød pølse in Copenhagen’s main square, Rådhuspladsen.
The grilled weisswurst of East Berlin.
The straw baskets of washed-rind cheese of the Piedmont.
The spill of Barolo, tar and roses.
The shelled seafood from the Venetian lagoon.
The delicate, damp fish of  Lima in lime and cilantro.
The numbing citrus of mock peppercorns from Chengdu.
The tang of fermented pickle.
The ginger off  boiling wok oil.
The blue smoke of  lamb at night on the braziers of  Tangier.
The steam of  Ramadan harira at midnight in Tangier’s Socco Grande.
The sfenj rolling in boiling oil, morning in Fez, powdered sugar.
The finale of everything that coheres.",Hope&Joy
"All of us have to go through this ..
Not once but many times !!!
Sometimes it seems 
It's a golden dream !!
At other times 
You wish :
If it were a dream ..
But reality pinches you hard 
On your cheek ; 
It's something unavoidable 
It's so bothersome that you are scared ..
""What if I face it ..
And then turn into a freak?""
That is what you ask yourself 
Everytime you run ..
I wonder does all of this make things better? 
Down to the ashes we burn ..
We burn , burn and keep on burning 
Until it has destroyed every ounce of hope!
Then we go out ..
And search for an embrace 
Which is willing to get burnt ...
To your surprise 
It soothes your wound 
And heals them from the core 
You discover that you are as new as you were before ..
Just ready to burn more",Everyday Life
"A single coin, a penny on the street,
Ignored by all the quickly passing feet.
It's heads-up, so it should be lucky, right?
Reflecting back the sun's indifferent light.
But no one stops to pick it up, to see,
A tiny piece of currency, for free.
It waits there, for a child's excited hand,
Or to be buried in the dust and sand.",Everyday Life
"We painted it yellow,
thinking joy was permanent.
It leaned for years
against the garden wall,
a relic of speed and freedom.
Now rust has turned the joy
a darker shade of memory.",Nostalgia
"I am a hopeless romantic 
Through and through 
Because My ridiculous mind 
Draws me and you 
Strolling along a park 
Under the dreamy moon
Making a melody 
And getting lost in the tunes 
Long talks and sweet touches 
On a beachside in the month of june

It's exactly that though 
You will go down 
And hope will folllow
The places become prisons
Mind resembles black hollow 
The memories become graveyards
Where you and I dance 
To the rhymes of deaths ..
Deaths ..
Of You and ME
Deaths...
Of US.",Romantic
